sig, CR, VR, SR, CR_TrigCut, VR_TrigCut, SR_TrigCut, CR_ratio, VR_ratio, SR_ratio
sig_NMSSM_bbbb_MX_1400_MY_250, 2363.0, 3227.0, 22584.0, 2358.0, 3218.0, 22555.0, 0.997884045705, 0.997211031918, 0.998715905066
sig_NMSSM_bbbb_MX_1400_MY_300, 2624.0, 3438.0, 24855.0, 2622.0, 3429.0, 24817.0, 0.999237804878, 0.997382198953, 0.998471132569
sig_NMSSM_bbbb_MX_1400_MY_400, 2720.0, 3702.0, 27122.0, 2715.0, 3692.0, 27087.0, 0.998161764706, 0.997298757428, 0.998709534695
sig_NMSSM_bbbb_MX_1400_MY_500, 3152.0, 4158.0, 32580.0, 3149.0, 4153.0, 32540.0, 0.99904822335, 0.998797498797, 0.998772252916
sig_NMSSM_bbbb_MX_1400_MY_600, 3138.0, 4161.0, 33590.0, 3132.0, 4159.0, 33566.0, 0.998087954111, 0.999519346311, 0.999285501637
sig_NMSSM_bbbb_MX_1400_MY_700, 3588.0, 4589.0, 36816.0, 3580.0, 4582.0, 36789.0, 0.997770345596, 0.998474613205, 0.999266623207
sig_NMSSM_bbbb_MX_1400_MY_800, 3660.0, 4509.0, 34754.0, 3658.0, 4505.0, 34721.0, 0.999453551913, 0.99911288534, 0.999050469011
sig_NMSSM_bbbb_MX_1400_MY_900, 3990.0, 4521.0, 33316.0, 3981.0, 4513.0, 33288.0, 0.997744360902, 0.998230479982, 0.999159562973
sig_NMSSM_bbbb_MX_1400_MY_1000, 4279.0, 4894.0, 30721.0, 4273.0, 4886.0, 30687.0, 0.998597803225, 0.998365345321, 0.998893265193
sig_NMSSM_bbbb_MX_1400_MY_1200, 6120.0, 6616.0, 37746.0, 6091.0, 6581.0, 37446.0, 0.995261437908, 0.994709794438, 0.992052137975
sig_NMSSM_bbbb_MX_1600_MY_90, 626.0, 836.0, 4975.0, 622.0, 833.0, 4959.0, 0.993610223642, 0.996411483254, 0.996783919598
sig_NMSSM_bbbb_MX_1600_MY_100, 525.0, 950.0, 7159.0, 520.0, 948.0, 7138.0, 0.990476190476, 0.997894736842, 0.997066629418
sig_NMSSM_bbbb_MX_1600_MY_125, 387.0, 736.0, 11632.0, 384.0, 734.0, 11613.0, 0.992248062016, 0.997282608696, 0.998366574966
sig_NMSSM_bbbb_MX_1600_MY_150, 1355.0, 2122.0, 14410.0, 1352.0, 2119.0, 14381.0, 0.99778597786, 0.998586239397, 0.997987508675
sig_NMSSM_bbbb_MX_1600_MY_200, 2364.0, 2510.0, 16073.0, 2360.0, 2505.0, 16054.0, 0.998307952623, 0.998007968127, 0.998817893362
sig_NMSSM_bbbb_MX_1600_MY_250, 2211.0, 2647.0, 16698.0, 2207.0, 2644.0, 16675.0, 0.998190863863, 0.998866641481, 0.998622589532
sig_NMSSM_bbbb_MX_1600_MY_300, 2114.0, 2629.0, 16848.0, 2110.0, 2624.0, 16825.0, 0.998107852412, 0.998098136173, 0.998634852802
sig_NMSSM_bbbb_MX_1600_MY_400, 2201.0, 2738.0, 17894.0, 2198.0, 2732.0, 17867.0, 0.998636983189, 0.99780861943, 0.99849111434
sig_NMSSM_bbbb_MX_1600_MY_500, 2707.0, 3350.0, 22628.0, 2705.0, 3347.0, 22604.0, 0.999261174732, 0.999104477612, 0.998939367156
sig_NMSSM_bbbb_MX_1600_MY_600, 2867.0, 3463.0, 24816.0, 2862.0, 3461.0, 24796.0, 0.998256016742, 0.99942246607, 0.999194068343
sig_NMSSM_bbbb_MX_1600_MY_700, 2936.0, 3719.0, 27709.0, 2936.0, 3715.0, 27681.0, 1.0, 0.998924442054, 0.998989497997
sig_NMSSM_bbbb_MX_1600_MY_800, 3309.0, 4094.0, 32730.0, 3307.0, 4089.0, 32706.0, 0.999395587791, 0.998778700537, 0.999266727773
sig_NMSSM_bbbb_MX_1600_MY_900, 3528.0, 4438.0, 34962.0, 3526.0, 4436.0, 34939.0, 0.999433106576, 0.999549346553, 0.999342142898
sig_NMSSM_bbbb_MX_1600_MY_1000, 3672.0, 4554.0, 34085.0, 3666.0, 4551.0, 34059.0, 0.998366013072, 0.999341238472, 0.999237201115
sig_NMSSM_bbbb_MX_1600_MY_1200, 4427.0, 4751.0, 30034.0, 4422.0, 4745.0, 30007.0, 0.998870566975, 0.998737107977, 0.999101018845
sig_NMSSM_bbbb_MX_1600_MY_1400, 6104.0, 6152.0, 34661.0, 6087.0, 6137.0, 34444.0, 0.997214941022, 0.997561768531, 0.993739361242
